PastureID_YearOfSurvey,Point_ID,Year,Site,PercentWtRemovedPlot,ObsID,Date,Lat,Lon,PAST_NAME,Utilization,ShrubOverstory,OthShrubCode,MostAbdPerGrass,OthGrassCode,CheatgrassCover,Subsample,EmployeeYear,Position,Original_Site_Assignment,Start_Date,End_Date,Performance_Rating
1,U_PAVA3804,2017,PAVA,0.260592142,69,7/20/2017,44.34245477,-113.6760991,River West,2.5,ARAR8,NA,POSE,NA,0,1,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
17,220,2015,BRBE,NA,94,7/29/2015,42.018161,-114.77314,China Creek BLM #1,2.5,ARAR8, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU0494,2018,BIBU,6.587641557,97,8/7/2018,43.32523749,-113.056195,Sunset North,30,ARTR4,NA,PSSP6,NA,10,1,2018,Crew Leader,BIBU,2/20/2018,8/25/2018,Excellent
6,U_PAVA2438,2018,PAVA,NA,471057388,8/9/2018,44.37645741,-113.5967474,Goldburg NW - Bear Creek,2.5,ARTRV,NA,FEID,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
786,U_PAVA1426,2018,PAVA,NA,98,8/8/2018,44.33354185,-113.7136419,River,2.5,ARTRW8,NA,POSE,NA,10,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
786,U_PAVA1608,2018,PAVA,NA,108,8/6/2018,44.34413627,-113.6421607,River,2.5,ARAR8,NA,POSE,NA,0,0,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
775,ubibu1440,2016,BIBU,0,94,8/2/2016,43.42219692,-113.1078727,Butte,13,ARTR4,NA,OTHER,pasm,30,1,Currently Employed,NA,All Sites,NA,NA,NA
24,U_SHCR2825,2017,SHCR,0,13,7/27/2017,42.09390332,-115.6721153,Slaughterhouse North,2.5,ARTRW8,NA,PSSP6,NA,70,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
12,U_BIBU1014,2018,BIBU,6.224544594,101,7/20/2018,43.37243799,-113.1072959,Butte South,30,ARTRW8,NA,PSSP6,NA,10,1,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
795,1371,2015,SHCR,NA,94,7/29/2015,42.084232,-115.708884,Slaughterhouse,13,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
840,2512,2015,JISA,NA,94,7/26/2015,42.167609,-113.438679,Sheep Mountain,2.5,ARTRW, ,OTHER,THIN6,20,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA294,2017,PAVA,NA,3,8/14/2017,44.31186284,-113.691349,West River Flat North,13,ARTRW8,NA,POSE,NA,0,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
7,U_PAVA98,2017,PAVA,NA,1,8/14/2017,44.29566668,-113.7140694,West River Flat North,30,ARTRW8,NA,POSE,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
17,U_BRBE2808,2018,BRBE,0,95,7/30/2018,42.00642175,-114.7472646,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,60,1,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
3,U_PAVA260,2017,PAVA,NA,69,8/11/2017,44.30787454,-113.5634522,Goldburg SE - Summit,30,ARTRV,NA,FEID,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
786,upahs0240,2016,PAVA,NA,94,8/18/2016,44.34066887,-113.6666903,River,70,ARAR8,NA,STIPA,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,513,2015,SHCR,NA,94,7/29/2015,42.048183,-115.714006,Slaughterhouse,30,ARTRW, ,PSSP6, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE2847,2018,BRBE,NA,108,7/30/2018,42.01333393,-114.7835689,China Creek BLM #1,2.5,ARNO4,NA,ELEL5,NA,0,0,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
21,U_BIBU1845,2017,BIBU,NA,3,7/28/2017,43.35575089,-113.0606268,Sunset North,2.5,ARTRW8,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
17,334,2015,BRBE,NA,94,7/29/2015,42.031392,-114.779948,China Creek BLM #1,2.5,ARAR8, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE181,2017,BRBE,NA,70,7/31/2017,42.02266508,-114.7472993,China Creek BLM #1,30,ARNO4,NA,POSE,NA,0,0,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
786,upahs0858,2016,PAVA,NA,94,8/15/2016,44.38742928,-113.6725425,River,13,ARTRV,NA,STIPA,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
823,U_SHCR544,2017,SHCR,0,72,8/1/2017,42.07874482,-115.8422303,East Blackleg (North),2.5,ARTRW8,NA,ELEL5,NA,30,1,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
17,U_BRBE2980,2018,BRBE,NA,108,7/31/2018,42.03678908,-114.7899447,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,0,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
15,U_BRBE790,2017,BRBE,0,70,7/25/2017,42.11255658,-114.7605784,Corral Creek East,2.5,ARNO4,NA,POSE,NA,20,1,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
2,U_PAVA4398,2017,PAVA,0,74,8/1/2017,44.38744317,-113.6796166,River East,2.5,ARTRW8,NA,POSE,NA,0,1,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
21,U_BIBU0826,2018,BIBU,14.39301784,10,8/8/2018,43.35750357,-113.0445719,Sunset North,30,ARTRW8,NA,POSE,NA,10,1,2017-2018,Wildlife Technician,SHCR,2/13/2017,8/15/2018,Excellent
785,ushcr1337,2016,SHCR,NA,94,7/26/2016,42.09442722,-115.7832995,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,40,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1801,2015,SHCR,NA,94,7/29/2015,42.102192,-115.715544,Slaughterhouse,2.5,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,364,2015,SHCR,NA,94,7/29/2015,42.038202,-115.7138,Slaughterhouse,50,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
776,2963,2015,BIBU,NA,94,7/28/2015,43.329248,-113.138661,Serviceberry,2.5,ARTR2, ,AGCR, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1337,2015,SHCR,NA,94,7/30/2015,42.082877,-115.69077,Slaughterhouse,13,ARTRW, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1814,2016,BIBU,NA,94,8/2/2016,43.37718832,-113.1010371,Butte,13,ARTR4,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0401,2016,PAVA,4.043060424,94,8/9/2016,44.35229492,-113.712494,River,30,ARTRW8,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
26,U_BRBE3829,2018,BRBE,NA,95,7/20/2018,42.14684912,-114.7729751,Indian Cave North,2.5,ARNO4,NA,POSE,NA,60,0,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
17,U_BRBE2954,2018,BRBE,0,95,7/31/2018,42.03139036,-114.7778442,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,40,1,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
777,ubibu440,2016,BIBU,0,94,7/20/2016,43.32828868,-113.090206,Sunset,2.5,ARTR4,NA,POSE,NA,20,1,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR0153,2018,SHCR,NA,107,8/2/2018,42.09964142,-115.8174227,Tokum-Bambi West,2.5,ARTRW8,NA,FEID,NA,10,0,2018,Wildlife Technician,JISA,2/26/2018,8/15/2018,Excellent
619,2219,2015,SHCR,NA,94,7/22/2015,42.137765,-115.80117,Tokum-Bambi West Non-Treatment (North),13,ARTRW, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1478,2016,BIBU,NA,94,7/27/2016,43.41829604,-113.0708968,Butte,30,CHVI8,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
776,3060,2015,BIBU,NA,94,7/30/2015,43.339964,-113.127024,Serviceberry,2.5,ARTR2, ,OTHER,brte,70,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0673,2016,PAVA,NA,94,8/12/2016,44.37242983,-113.7019997,River,70,ARAR8,NA,STIPA,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE246,2017,BRBE,0,70,7/31/2017,42.0351549,-114.7596207,China Creek BLM #1,2.5,ARTRW8,NA,POSE,NA,10,1,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
17,79,2015,BRBE,NA,94,7/28/2015,42.003041,-114.766005,China Creek BLM #1,2.5,ARAR8, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
776,2846,2015,BIBU,NA,94,7/20/2015,43.318533,-113.181874,Serviceberry,2.5,ARTR2, ,STIPA, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
4,U_PAVA1663,2018,PAVA,5.656521836,471057388,7/19/2018,44.34585842,-113.6196594,Goldburg SW - Donkey Creek,2.5,ARAR8,NA,POSE,NA,0,1,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
17,UBRBE3035,2016,BRBE,NA,94,8/1/2016,42.03298621,-114.7845229,China Creek BLM #1,2.5,ARNO4,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
776,ubibu0033,2016,BIBU,NA,94,8/2/2016,43.34617042,-113.1074561,Serviceberry,2.5,ARTR4,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
14,U_BRBE3156,2018,BRBE,NA,95,7/25/2018,42.07471158,-114.8085233,Browns Creek East,2.5,ARTRW8,NA,PSSP6,NA,60,0,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
22,U_SHCR0160,2018,SHCR,NA,113,8/2/2018,42.1011025,-115.7920303,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,20,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
785,2110,2015,SHCR,NA,94,7/29/2015,42.119863,-115.800695,Tokum-Bambi West,13,ARTRW, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA3729,2017,PAVA,NA,69,7/30/2017,44.33359768,-113.7060972,River West,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
786,upahs0410,2016,PAVA,NA,94,8/15/2016,44.35328657,-113.6788854,River,50,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1280,2015,SHCR,NA,94,8/2/2015,42.080482,-115.733278,Slaughterhouse,50,CHRYS9, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
843,1392,2015,SHCR,NA,94,7/30/2015,42.085072,-115.836007,East Blackleg,2.5,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
823,U_SHCR3196,2018,SHCR,0,113,8/7/2018,42.06780837,-115.8478865,East Blackleg North,2.5,ARNO4,NA,POSE,NA,0,1,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
26,U_BRBE3966,2018,BRBE,NA,108,7/19/2018,42.16124412,-114.7672099,Indian Cave North,2.5,ARNO4,NA,POSE,NA,10,0,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
12,U_BIBU0893,2018,BIBU,NA,471057387,7/20/2018,43.36330711,-113.0963243,Butte South,50,ARTR4,NA,POSE,NA,10,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
775,ubibu1607,2016,BIBU,20.06940014,94,8/1/2016,43.40052787,-113.0971154,Butte,30,ARTRW8,NA,OTHER,leci4,0,1,Currently Employed,NA,All Sites,NA,NA,NA
17,ubrbe3164,2016,BRBE,NA,94,7/19/2016,42.01864112,-114.7915862,China Creek BLM #1,13,ARNO4,NA,POSE,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2665,2016,SHCR,NA,94,7/22/2016,42.08639981,-115.7133457,Slaughterhouse,70,ARTRW8,NA,ELEL5,NA,70,0,Currently Employed,NA,All Sites,NA,NA,NA
14,U_BRBE3230,2018,BRBE,0,111,7/25/2018,42.08162419,-114.7845353,Browns Creek East,2.5,ARNO4,NA,STIPA,NA,10,1,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
786,U_PAVA2225,2018,PAVA,0,98,8/8/2018,44.36952234,-113.7136475,River,2.5,ARTRW8,NA,POSE,NA,0,1,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
785,ushcr1226,2016,SHCR,NA,94,8/2/2016,42.11388704,-115.8082501,Tokum-Bambi West,30,ARTRW8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
24,U_SHCR2955,2017,SHCR,0,72,7/26/2017,42.10957343,-115.7051519,Slaughterhouse North,2.5,ARTRW8,NA,ELEL5,NA,40,1,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
17,236,2015,BRBE,NA,94,7/29/2015,42.019917,-114.743044,China Creek BLM #1,2.5,ARTRW, ,POSE, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
12,U_BIBU1865,2017,BIBU,0,3,7/25/2017,43.3600862,-113.1346571,Butte South,2.5,CHVI8,NA,POSE,NA,10,1,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
619,2273,2015,SHCR,NA,94,7/22/2015,42.144348,-115.789231,Tokum-Bambi West Non-Treatment (North),13,ARTRW, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1501,2015,SHCR,NA,94,7/30/2015,42.08918,-115.684992,Slaughterhouse,30,ARTRW, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
785,1570,2015,SHCR,NA,94,7/29/2015,42.091873,-115.799865,Tokum-Bambi West,30,ARTRW, ,ELEL5, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1812,2015,SHCR,NA,94,7/30/2015,42.102697,-115.685248,Slaughterhouse,50,ARTRW, ,POSE, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2661,2016,SHCR,0,94,7/29/2016,42.08616734,-115.7275751,Slaughterhouse,2.5,ARTRW8,NA,PSSP6,NA,50,1,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2101,2018,PAVA,NA,98,8/2/2018,44.36401629,-113.6609523,River,30,CHNA,NA,ELEL5,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
15,U_BRBE0015,2018,BRBE,NA,1,7/24/2018,42.09270945,-114.7652403,Corral Creek East,13,ARNO4,NA,POSE,NA,10,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
24,U_SHCR2854,2017,SHCR,NA,13,7/27/2017,42.09730083,-115.6867238,Slaughterhouse North,2.5,ARTRW8,NA,POSE,NA,20,0,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
21,U_BIBU0615,2018,BIBU,7.348045201,101,8/8/2018,43.34309815,-113.0484696,Sunset North,30,ARTR4,NA,PSSP6,NA,10,1,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
823,U_SHCR711,2017,SHCR,0,13,8/1/2017,42.09500813,-115.8366508,East Blackleg (North),2.5,ARTRV,NA,PSSP6,NA,50,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
840,2398,2015,JISA,NA,94,7/23/2015,42.155834,-113.438166,Sheep Mountain,2.5,ARAR8, ,OTHER,slender wheat,30,0,Currently Employed,NA,All Sites,NA,NA,NA
776,2985,2015,BIBU,NA,94,7/30/2015,43.331015,-113.126454,Serviceberry,13,ARTR2, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
743,U_JISA4062,2018,JISA,NA,113,7/23/2018,42.17671414,-113.4233746,Sheep Mountain North,2.5,ARTRW8,NA,PSSP6,NA,20,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
786,U_PAVA2227,2018,PAVA,NA,95,8/8/2018,44.36950854,-113.7060637,River,2.5,ARAR8,NA,POSE,NA,0,0,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
786,U_PAVA1936,2018,PAVA,NA,98,8/2/2018,44.35670391,-113.6684615,River,2.5,ARAR8,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
823,U_SHCR3124,2018,SHCR,NA,113,8/7/2018,42.0587758,-115.8476846,East Blackleg North,2.5,ARAR8,NA,PSSP6,NA,10,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
1,U_PAVA4451,2017,PAVA,12.42283265,2,7/21/2017,44.39299608,-113.7171747,River West,30,ARTRW8,NA,POSE,NA,0,1,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
788,U_PAVA1080,2018,PAVA,15.30522968,95,8/10/2018,44.28297534,-113.668836,West River Flat,13,ARAR8,NA,POSE,NA,0,1,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
840,2508,2015,JISA,NA,94,7/21/2015,42.16725,-113.408519,Sheep Mountain,2.5,ARAR8, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
619,2266,2015,SHCR,NA,94,7/21/2015,42.143583,-115.777191,Tokum-Bambi West Non-Treatment (North),2.5,ARTRW, ,PSSP6, ,60,0,Currently Employed,NA,All Sites,NA,NA,NA
823,U_SHCR3128,2018,SHCR,NA,96,8/3/2018,42.05918366,-115.8235104,East Blackleg North,2.5,ARTRW8,NA,PSSP6,NA,0,0,2018,Crew Leader,SHCR,2/20/2018,8/25/2018,Excellent
12,U_BIBU0645,2018,BIBU,14.61379657,101,7/23/2018,43.34725027,-113.1224734,Butte South,50,ARTRW8,NA,AGCR,NA,10,1,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
786,upahs0268,2016,PAVA,NA,94,8/16/2016,44.34342424,-113.6331499,River,13,ARTRV,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,863,2015,SHCR,NA,94,7/30/2015,42.063845,-115.690333,Slaughterhouse,30,ARTRW, ,PSSP6, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
3,U_PAVA321,2017,PAVA,NA,1,8/10/2017,44.31338711,-113.5897996,Goldburg SE - Summit,13,ARTRV,NA,POSE,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
162,3198,2015,BIBU,NA,94,7/24/2015,43.428573,-113.06943,Frenchman,50,CHRYS9, ,OTHER,brte,70,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2480,2018,PAVA,NA,95,8/8/2018,44.38027824,-113.70588,River,2.5,ARTRW8,NA,POSE,NA,0,0,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
17,U_BRBE344,2017,BRBE,NA,1,7/26/2017,42.0564995,-114.7959976,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
776,ubibu0061,2016,BIBU,NA,94,8/2/2016,43.33735786,-113.1322548,Serviceberry,2.5,ARTRW8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
12,U_BIBU0910,2018,BIBU,NA,471057383,7/24/2018,43.36542537,-113.1334657,Butte South,50,ARTRW8,NA,POSE,NA,20,0,2018,IDFG Technician,All Sites,1/29/2018,9/28/2018,Average
1,U_PAVA4283,2017,PAVA,NA,2,7/21/2017,44.37855883,-113.7172894,River West,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
776,2811,2015,BIBU,NA,94,7/20/2015,43.315055,-113.181974,Serviceberry,2.5,ARTR2, ,OTHER,koma,10,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA3974,2017,PAVA,NA,2,7/30/2017,44.35493269,-113.6945147,River West,2.5,ARAR8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
2,U_PAVA4007,2017,PAVA,0,2,7/20/2017,44.3568001,-113.6679993,River East,2.5,ARAR8,NA,POSE,NA,0,1,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
786,upahs0699,2016,PAVA,4.087878361,94,8/16/2016,44.37441725,-113.6909095,River,70,ATCO,NA,STIPA,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE2862,2016,BRBE,NA,94,8/2/2016,42.0548699,-114.7667759,China Creek BLM #1,2.5,ARTRW8,NA,PSSP6,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR664,2017,SHCR,0,13,7/28/2017,42.09019567,-115.8002071,(North) Tokum-Bambi West,2.5,ARTRW8,NA,ELEL5,NA,40,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
17,U_BRBE2764,2018,BRBE,NA,109,7/30/2018,41.99909355,-114.7533222,China Creek BLM #1,2.5,ARAR8,NA,POSE,NA,0,0,2018,Research Technician,SHCR,4/9/2018,8/25/2018,Excellent
17,ubrbe3076,2016,BRBE,NA,94,8/3/2016,42.02966752,-114.7446752,China Creek BLM #1,2.5,ARAR8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
843,ushcr2359,2016,SHCR,0,94,8/3/2016,42.0687968,-115.8421876,East Blackleg,13,ARAR8,NA,POSE,NA,90,1,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE3098,2016,BRBE,0,94,8/1/2016,42.02591093,-114.7809358,China Creek BLM #1,2.5,ARNO4,NA,ELEL5,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
743,U_JISA3352,2017,JISA,0,67,8/8/2017,42.18387275,-113.4221426,Sheep Mountain North,30,ARNO4,NA,POSE,NA,30,1,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
823,U_SHCR3514,2018,SHCR,NA,107,8/6/2018,42.09493012,-115.8367279,East Blackleg North,2.5,ARTRW8,NA,PSSP6,NA,30,0,2018,Wildlife Technician,JISA,2/26/2018,8/15/2018,Excellent
4,W622,2017,PAVA,NA,69,8/4/2017,44.34395693,-113.5894534,Goldburg SW - Donkey Creek,13,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
15,ubrbe2275,2016,BRBE,NA,94,7/26/2016,42.08457783,-114.7702485,Corral Creek East,70,ARNO4,NA,ELEL5,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
743,U_JISA3355,2017,JISA,2.771164398,68,8/8/2017,42.18384779,-113.4113425,Sheep Mountain North,13,ARNO4,NA,POSE,NA,10,1,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
14,U_BRBE538,2017,BRBE,NA,70,7/24/2017,42.0888898,-114.7727767,Browns Creek East,2.5,ARNO4,NA,POSE,NA,10,0,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
26,U_BRBE3219,2017,BRBE,0,70,7/22/2017,42.16838391,-114.7482312,Indian Cave North,2.5,CHNA,NA,POSE,NA,30,1,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
825,U_JISA0399,2018,JISA,NA,10,7/26/2018,42.16963779,-113.4476906,Kane Springs (Line Canyon),13,ARNO4,NA,PSSP6,NA,20,0,2017-2018,Wildlife Technician,SHCR,2/13/2017,8/15/2018,Excellent
843,828,2015,SHCR,NA,94,7/29/2015,42.062371,-115.84739,East Blackleg,13,ARTRW, ,OTHER,intermediate Wheatgrass,30,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2751,2016,SHCR,NA,94,7/28/2016,42.07434351,-115.6766264,Slaughterhouse,2.5,ARTRW8,NA,POSE,NA,40,0,Currently Employed,NA,All Sites,NA,NA,NA
823,U_SHCR3108,2018,SHCR,NA,107,8/6/2018,42.05539607,-115.8354158,East Blackleg North,2.5,ARAR8,NA,PSSP6,NA,10,0,2018,Wildlife Technician,JISA,2/26/2018,8/15/2018,Excellent
785,ushcr1206,2016,SHCR,NA,94,7/28/2016,42.12150736,-115.7780847,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0318,2016,PAVA,NA,94,8/16/2016,44.34694763,-113.633174,River,30,ARTRV,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
825,ujisa2139,2016,JISA,7.537389549,94,7/21/2016,42.17717682,-113.4451308,Kane Springs (Line Canyon),50,ARAR8,NA,PSSP6,NA,10,1,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1561,2016,BIBU,NA,94,7/27/2016,43.40753006,-113.0748036,Butte,13,CHNA,NA,STIPA,NA,50,0,Currently Employed,NA,All Sites,NA,NA,NA
788,U_PAVA1315,2018,PAVA,NA,98,8/10/2018,44.31008252,-113.7177032,West River Flat,30,ARTRW8,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
795,520,2015,SHCR,NA,94,7/30/2015,42.048499,-115.689945,Slaughterhouse,30,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR0329,2018,SHCR,NA,113,8/2/2018,42.11737108,-115.7925502,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,40,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
795,731,2015,SHCR,NA,94,7/27/2015,42.057994,-115.720387,Slaughterhouse,30,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
785,1245,2015,SHCR,NA,94,7/29/2015,42.079206,-115.805603,Tokum-Bambi West,30,ARTRW, ,ELEL5, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
17,ubrbe2819,2016,BRBE,NA,94,7/19/2016,42.06183512,-114.7884768,China Creek BLM #1,30,ARNO4,NA,POSE,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
743,U_JISA3282,2017,JISA,NA,67,8/8/2017,42.17487069,-113.4222916,Sheep Mountain North,13,ARTRT,NA,POSE,NA,20,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
162,3270,2015,BIBU,NA,94,7/21/2015,43.435035,-113.106678,Frenchman,2.5,ARTR2, ,OTHER,ELSM,0,0,Currently Employed,NA,All Sites,NA,NA,NA
4,U_PAVA1498,2018,PAVA,0,471057388,7/20/2018,44.33865929,-113.6158008,Goldburg SW - Donkey Creek,2.5,ARAR8,NA,POSE,NA,0,1,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
785,1722,2015,SHCR,NA,94,7/28/2015,42.098509,-115.775981,Tokum-Bambi West,13,ARTRW, ,PSSP6, ,70,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2366,2017,PAVA,NA,69,8/10/2017,44.33847473,-113.5531834,Goldburg NE - Big Gulch,2.5,ARTR4,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
743,ujisa0869,2016,JISA,0.892691866,94,7/21/2016,42.16942488,-113.4373883,Sheep Mountain North,13,ARAR8,NA,PSSP6,NA,20,1,Currently Employed,NA,All Sites,NA,NA,NA
