"","PointID","AvgMaxHt","SdMaxHt","AvgMaxLeaf","SdMaxLeaf","AvgEff_Ht","SdEff_Ht","AvgRemoved","SdRemoved","n","TheorID","Year","Date","PastureName","PastureID_YearOfSurvey","ObsID1","ObsID2","StartTime","EndTime","New_YearOfSurveyID","New_CurrentYearID","Site","Treatment","ALLOT_NAME","PAST_NAME","Area_ha","StudyPasture_Yes_No","YearStudyStart","YearStudyEnd","ADMIN_ORG_","Shape_Length","Shape_Area","PreTrt_Pasture_Yes_No","Grazed2018","CombinedPasture","Pst_2015Earlier","Pst_2016","DomShrub","Pst_2018","Pst_2019","Comment","Position","HomeState","Original_Site_Assignment","Start_Date","End_Date","Performance_Rating","minsatplot","daysemployeed","AvgShrubHt","PctShrubCover","Species"
"723","JISA030_16",44.9333333333333,29.1174516175534,16.3333333333333,12.4854717832254,2.2,1.43562423675297,1,2.21703726565165,60,"JISA030",2016,2016-07-22,"Sheep Mountain North",743,4,94,1899-12-30 12:33:00,1899-12-30 11:05:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Crew Leader","ME","JISA",2017-02-06,2017-07-21,"Excellent",NA,164.958333333333,NA,19.6333333333333,"ARTRV"
"724","JISA030_17",32.5434782608696,15.7983213197396,18.8913043478261,13.7489042163279,1.91304347826087,1.71043967000719,4.89130434782609,11.3768346718127,46,"JISA030",2017,2017-08-02,"Sheep Mountain North",743,68,94,1899-12-30 15:33:00,1899-12-30 16:01:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician","NY","BRBE",2017-04-24,2018-05-11,"Average",28,382,38.7777777777778,31.4166666666667,"CHVI8"
"725","JISA030_18",35.2083333333333,16.0940828737179,13.2291666666667,13.5320574198525,2.625,1.79390220089697,0.625,2.21815526191415,48,"JISA030",2018,2018-07-23,"Sheep Mountain North",NA,10,109,1899-12-30 14:40:00,1899-12-30 15:13:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",33,547.958333333333,58.1,25.8333333333333,"ARTRW8"
"726","JISA031_15",44.1860465116279,21.743368790938,17.9767441860465,9.08029885204914,5.90697674418605,2.99852307683357,2.09302325581395,12.2587460585501,43,"JISA031",2015,2015-07-22,"Sheep Mountain North",743,63,63,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician",NA,"JISA",NA,NA,NA,NA,NA,NA,20.6666666666667,"ARAR8"
"727","JISA031_16",35.7241379310345,29.7373255345122,16.5,12.0368585981676,4.1551724137931,3.38625562572208,2.67241379310345,5.47846799892497,58,"JISA031",2016,2016-07-22,"Sheep Mountain North",743,39,94,1899-12-30 12:45:00,1899-12-30 13:15:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,30,NA,NA,18.6166666666667,"ARNO4"
"728","JISA031_17",39.8103448275862,15.4697859413759,15.4655172413793,11.6667401259462,3.75862068965517,2.94576916252151,1.37931034482759,3.60227796450737,58,"JISA031",2017,2017-07-20,"Sheep Mountain North",743,10,71,1899-12-30 09:13:00,1899-12-30 09:37:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",24,547.958333333333,31.1290322580645,16.6,"ARNO4"
"729","JISA031_18",37.7758620689655,13.3259318537247,16.3965517241379,11.6377179519379,3.20689655172414,1.88026333252474,0.344827586206897,1.27804296852691,58,"JISA031",2018,2018-07-20,"Sheep Mountain North",NA,10,94,1899-12-30 15:50:00,1899-12-30 16:31:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",41,547.958333333333,33.8888888888889,18.6166666666667,"ARNO4"
"730","JISA032_15",30.0851063829787,21.9652193322653,18.2127659574468,15.5855788557923,4.19148936170213,3.66913268908359,3.5531914893617,7.77903679808837,47,"JISA032",2015,2015-07-20,"Sheep Mountain North",743,31,31,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Technician","15","JISA",NA,NA,NA,NA,NA,NA,20.45,"ARTRW8"
"731","JISA032_16",46.3888888888889,31.1817508697249,20.6388888888889,13.7781457964162,3.52777777777778,2.59104072980184,2.83333333333333,7,36,"JISA032",2016,2016-07-29,"Sheep Mountain North",743,39,4,1899-12-30 08:30:00,1899-12-30 08:47:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,17,NA,NA,25.4833333333333,"ARTRT"
"732","JISA032_17",32.9591836734694,17.268660418604,15.9183673469388,11.622242925195,2.44897959183673,1.7802296725633,2.85714285714286,6.37377439199098,49,"JISA032",2017,2017-07-20,"Sheep Mountain North",743,71,10,1899-12-30 11:00:00,1899-12-30 11:40:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician","WA","JISA",2017-05-01,2017-07-26,"Average",40,86,53.6666666666667,26.2833333333333,"ARTRT"
"733","JISA032_18",28.8305084745763,14.0787839188457,13.8135593220339,10.2342807578276,2.98305084745763,2.07191004184735,0.508474576271186,2.21571877771722,59,"JISA032",2018,2018-07-23,"Sheep Mountain North",NA,10,109,1899-12-30 10:38:00,1899-12-30 11:16:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",38,547.958333333333,52.8823529411765,22.45,"ARTRT"
"734","JISA033_15",30.6206896551724,19.4005132742798,18.0172413793103,11.8625037730352,4.48275862068965,3.1413561676914,1.53448275862069,3.08485557819066,58,"JISA033",2015,2015-07-21,"Sheep Mountain North",743,31,31,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Technician","15","JISA",NA,NA,NA,NA,NA,NA,26.9833333333333,"ARAR8"
"735","JISA033_16",34.2407407407407,25.6426348874146,16.6296296296296,12.1737364945031,3.2037037037037,2.35828231086142,5.37037037037037,7.82182793936736,54,"JISA033",2016,2016-07-26,"Sheep Mountain North",743,39,94,1899-12-30 10:15:00,1899-12-30 10:45:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,30,NA,NA,29.3666666666667,"ARNO4"
"736","JISA033_17",39.4333333333333,14.8305304277481,24.4666666666667,10.8557048450856,2.76666666666667,2.20451514071682,2.25,4.9936400228657,60,"JISA033",2017,2017-08-02,"Sheep Mountain North",743,68,94,1899-12-30 14:30:00,1899-12-30 15:13:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician","NY","BRBE",2017-04-24,2018-05-11,"Average",43,382,41.1632653061224,29.85,"ARTRT"
"737","JISA033_18",38.8666666666667,16.6504101508669,16.5,11.8142401865901,3.21666666666667,1.93181803075621,1.41666666666667,3.06589587463832,60,"JISA033",2018,2018-07-23,"Sheep Mountain North",NA,109,10,1899-12-30 15:58:00,1899-12-30 16:23:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Research Technician","MD","SHCR",2018-04-09,2018-08-25,"Excellent",25,138,40.1714285714286,38.1333333333333,"ARNO4"
"738","JISA034_15",47.8,19.8796378236627,21.2333333333333,7.90758402152461,7.8,3.16663641848832,4.66666666666667,8.99552890217607,30,"JISA034",2015,2015-07-23,"Sheep Mountain North",743,63,63,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician",NA,"JISA",NA,NA,NA,NA,NA,NA,19.3333333333333,"ARAR8"
"739","JISA034_16",30.5892857142857,26.3506265481586,17.5,11.2911872312396,3.375,2.83845348417376,1.25,2.73861278752583,56,"JISA034",2016,2016-07-26,"Sheep Mountain North",743,39,4,1899-12-30 14:10:00,1899-12-30 14:30:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,20,NA,NA,21.35,"ARNO4"
"740","JISA034_17",40.4107142857143,12.8753136388478,15.7321428571429,11.064260352272,2.41071428571429,1.78658420369238,5.08928571428571,8.60713612113764,56,"JISA034",2017,2017-07-20,"Sheep Mountain North",743,10,71,1899-12-30 09:59:00,NA,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",NA,547.958333333333,33.4054054054054,18.3666666666667,"ARNO4"
"741","JISA034_18",40.0344827586207,14.699284523991,17.3965517241379,12.2516588997378,3.5,2.2652988649113,1.20689655172414,3.14981826649058,58,"JISA034",2018,2018-07-23,"Sheep Mountain North",NA,10,109,1899-12-30 11:35:00,1899-12-30 12:06:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",31,547.958333333333,26.0909090909091,27.2333333333333,"ARNO4"
"742","JISA035_15",11.1428571428571,9.35993940196546,4.78571428571429,1.61834718742537,1.71428571428571,0.658682346706236,10.1785714285714,23.7456484456799,28,"JISA035",2015,2015-07-22,"Sheep Mountain North",743,31,31,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Technician","15","JISA",NA,NA,NA,NA,NA,NA,35.8333333333333,"ARTRW8"
"743","JISA035_16",22.6071428571429,17.0844076317262,5.82142857142857,2.40452615534663,1.57142857142857,0.690065559342354,7.5,20.3897214483362,28,"JISA035",2016,2016-07-25,"Sheep Mountain North",743,4,94,1899-12-30 13:23:00,1899-12-30 13:52:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Crew Leader","ME","JISA",2017-02-06,2017-07-21,"Excellent",29,164.958333333333,NA,18.3166666666667,"ARTRT"
"744","JISA035_17",36.7142857142857,10.3023087770444,13.4642857142857,7.01576079059851,1.03571428571429,0.188982236504614,0.178571428571429,0.944911182523068,28,"JISA035",2017,2017-08-02,"Sheep Mountain North",743,10,94,1899-12-30 15:18:00,1899-12-30 15:42:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",24,547.958333333333,50.2142857142857,27.8833333333333,"ARTRW8"
"745","JISA035_18",32.1034482758621,9.49941662714914,4.86206896551724,1.94062099654125,1.48275862068966,0.508547627715608,1.89655172413793,5.4139029200371,29,"JISA035",2018,2018-07-24,"Sheep Mountain North",NA,109,10,1899-12-30 08:15:00,1899-12-30 08:39:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Research Technician","MD","SHCR",2018-04-09,2018-08-25,"Excellent",24,138,67.875,22.4666666666667,"ARTRT"
"746","JISA036_15",18.4444444444444,10.1748600863981,7.33333333333333,3.8405728739343,2.77777777777778,1.20185042515466,44.4444444444444,30.8670986290869,9,"JISA036",2015,2015-07-20,"Sheep Mountain North",743,63,63,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician",NA,"JISA",NA,NA,NA,NA,NA,NA,32.0666666666667,"ARTRW8"
"747","JISA036_16",20.8947368421053,14.3329253307904,10.6315789473684,3.65468536897485,2.31578947368421,0.945905302926917,23.4210526315789,22.6723419107797,19,"JISA036",2016,2016-07-28,"Sheep Mountain North",743,39,94,1899-12-30 13:37:00,1899-12-30 13:48:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,11,NA,NA,27.65,"ARTRW8"
"748","JISA036_17",26.7,10.3284934902326,5.5,2.27303028283098,1.3,0.483045891539648,7,11.5950180872841,10,"JISA036",2017,2017-07-19,"Sheep Mountain North",743,71,10,1899-12-30 08:22:00,1899-12-30 08:45:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician","WA","JISA",2017-05-01,2017-07-26,"Average",23,86,49.8214285714286,29.15,"ARTRW8"
"749","JISA036_18",23.0769230769231,11.5863535999722,5.92307692307692,2.95695616193236,1.76923076923077,1.69085018821135,6.92307692307692,11.6437503870928,13,"JISA036",2018,2018-07-24,"Sheep Mountain North",NA,10,109,1899-12-30 13:49:00,1899-12-30 14:01:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",12,547.958333333333,56.2571428571429,35.25,"ARTRW8"
"750","JISA037_15",27.6774193548387,20.4793171901642,15.2903225806452,10.9699845282468,3.70967741935484,2.63262691705448,0,0,62,"JISA037",2015,2015-07-26,"Sheep Mountain North",743,31,31,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Technician","15","JISA",NA,NA,NA,NA,NA,NA,37.4333333333333,"ARAR8"
"751","JISA037_16",26.2295081967213,20.7889341097798,16.2622950819672,10.4672531247764,2.77049180327869,1.97815943596525,2.29508196721311,4.33721977882561,61,"JISA037",2016,2016-07-27,"Sheep Mountain North",743,39,4,1899-12-30 12:21:00,1899-12-30 12:40:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,19,NA,NA,26.9833333333333,"ARNO4"
"752","JISA037_17",32.3333333333333,15.3093879201804,16.462962962963,11.343210026122,3.5,2.85333303944041,5,13.210916012404,54,"JISA037",2017,2017-07-20,"Sheep Mountain North",743,71,10,1899-12-30 13:38:00,1899-12-30 14:13:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician","WA","JISA",2017-05-01,2017-07-26,"Average",35,86,23.6470588235294,35,"ARNO4"
"753","JISA037_18",36.4426229508197,13.497561002102,15.6393442622951,10.6630714569572,3.04918032786885,1.66759536966852,0.655737704918033,2.32296682356593,61,"JISA037",2018,2018-07-23,"Sheep Mountain North",NA,10,109,1899-12-30 13:48:00,1899-12-30 14:11:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",23,547.958333333333,25.6818181818182,20.1333333333333,"ARNO4"
"754","JISA038_15",18.8571428571429,16.3578489044012,15.2678571428571,13.9759417590353,2.33928571428571,1.88078113089686,16.1607142857143,26.4573597155287,56,"JISA038",2015,2015-07-20,"Sheep Mountain North",743,31,31,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Technician","15","JISA",NA,NA,NA,NA,NA,NA,21.1166666666667,"ARAR8"
"755","JISA038_16",38.6440677966102,22.370518400622,16.1864406779661,11.0834990371228,2.42372881355932,1.82136165272511,1.44067796610169,3.6020644772067,59,"JISA038",2016,2016-07-26,"Sheep Mountain North",743,39,4,1899-12-30 13:23:00,1899-12-30 13:46:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,23,NA,NA,19.7166666666667,"ARNO4"
"756","JISA038_17",31.2758620689655,11.2776647816828,14.7413793103448,12.0110480499042,1.55172413793103,0.820192826987792,13.2758620689655,25.2973843065359,58,"JISA038",2017,2017-08-08,"Sheep Mountain North",743,10,71,1899-12-30 12:46:00,1899-12-30 13:14:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",28,547.958333333333,29.046511627907,22.5333333333333,"ARNO4"
"757","JISA038_18",30.9137931034483,9.6341579494546,14.4310344827586,11.3726542890276,2.31034482758621,1.5583042577461,0.172413793103448,0.920296120049597,58,"JISA038",2018,2018-07-23,"Sheep Mountain North",NA,109,10,1899-12-30 09:49:00,1899-12-30 10:09:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Research Technician","MD","SHCR",2018-04-09,2018-08-25,"Excellent",20,138,28.8936170212766,21.7333333333333,"ARNO4"
"758","JISA039_15",7.65384615384615,4.7323762123678,6,3.05941170815567,2.23076923076923,0.815239464584109,50.7692307692308,28.1315590642363,26,"JISA039",2015,2015-07-20,"Sheep Mountain North",743,63,63,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician",NA,"JISA",NA,NA,NA,NA,NA,NA,26.8333333333333,"ARAR8"
"759","JISA039_16",15.1034482758621,12.3703124674307,5.89655172413793,2.83277788431637,1.6551724137931,0.720905287466764,3.79310344827586,4.152273992687,29,"JISA039",2016,2016-07-28,"Sheep Mountain North",743,39,94,1899-12-30 14:45:00,1899-12-30 14:58:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,13,NA,NA,23.8,"ARNO4"
"760","JISA039_17",28.8,11.680812442221,6.76666666666667,4.88970299735054,1.8,0.99654575824488,4.66666666666667,5.86240702203063,30,"JISA039",2017,2017-07-19,"Sheep Mountain North",743,10,71,1899-12-30 10:20:00,1899-12-30 10:41:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",21,547.958333333333,27.1,22.3166666666667,"ARNO4"
"761","JISA039_18",24.2,10.9557102100638,5.36666666666667,2.05918184846736,1.7,0.534983080621924,0,0,30,"JISA039",2018,2018-07-24,"Sheep Mountain North",NA,109,10,1899-12-30 11:44:00,1899-12-30 12:05:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Research Technician","MD","SHCR",2018-04-09,2018-08-25,"Excellent",21,138,26.46875,22.35,"ARNO4"
"762","JISA040_15",13.8,11.8208854716275,7.4,4.83505716385833,2.4,0.966091783079296,22,29.3636207273937,10,"JISA040",2015,2015-07-20,"Sheep Mountain North",743,63,63,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician",NA,"JISA",NA,NA,NA,NA,NA,NA,31.8666666666667,"ARTRW8"
"763","JISA040_16",15.9375,11.3458876544176,8.125,4.54422710700071,2.125,1.54380482358792,12.5,17.5119007154183,16,"JISA040",2016,2016-07-28,"Sheep Mountain North",743,39,4,1899-12-30 15:11:00,1899-12-30 15:26:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,15,NA,NA,27.8333333333333,"ARTRV"
"764","JISA040_17",27.625,8.07361959305325,6.3125,7.00208302340573,1.375,0.718795288428261,5,8.56348838577675,16,"JISA040",2017,2017-07-19,"Sheep Mountain North",743,10,71,1899-12-30 09:45:00,1899-12-30 10:09:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",24,547.958333333333,77.5384615384615,37.0666666666667,"ARTRW8"
"765","JISA040_18",16.2631578947368,8.36555175349187,5.47368421052632,2.06474160483506,1.42105263157895,0.507257273501788,2.10526315789474,4.18853908291696,19,"JISA040",2018,2018-07-24,"Sheep Mountain North",NA,10,109,1899-12-30 12:20:00,1899-12-30 12:41:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",21,547.958333333333,72.09375,30.2666666666667,"ARTRW8"
"766","JISA041_15",42.5869565217391,24.5624610483889,17.3695652173913,9.37220167576476,6.21739130434783,3.13342583890583,0.652173913043478,4.42325868464691,46,"JISA041",2015,2015-07-23,"Sheep Mountain North",743,63,63,NA,NA,840,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician",NA,"JISA",NA,NA,NA,NA,NA,NA,14.8833333333333,"ARAR8"
"767","JISA041_16",40.6724137931034,28.8422131733689,19.1379310344828,12.0764353342005,3.96551724137931,3.21163191420329,1.46551724137931,2.47949851495467,58,"JISA041",2016,2016-07-27,"Sheep Mountain North",743,39,4,1899-12-30 11:45:00,1899-12-30 12:00:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Range Technician",NA,"All Sites",NA,NA,NA,15,NA,NA,12.8666666666667,"ARNO4"
"768","JISA041_17",41.7931034482759,13.1865942302256,16.3965517241379,12.1827310267118,2.91379310344828,1.9401978806534,5.3448275862069,9.12207987236585,58,"JISA041",2017,2017-07-20,"Sheep Mountain North",743,10,71,1899-12-30 08:21:00,1899-12-30 08:54:00,743,743,"JISA","Spring Odd Years","Jim Sage","Sheep Mountain North",883.4358521,"Yes",2016,NA,"Twin Falls District Office - Burley Field Office",12622.2799335459,8834358.81602331,"No","No","No",0,1,1,1,1,NA,"Wildlife Technician","NE","SHCR",2017-02-13,2018-08-15,"Excellent",33,547.958333333333,29.6785714285714,11.6,"ARNO4"
